Product Page URL,Section 19A approved medicine,Section 19A approval holder,Phone,Approved until,Status,Medicines in short supply/unavailable,Indication(s)
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-amoxicillin-125mg5ml-oral-suspension-sugar-free-bp-athlone,(Approval lapsed) Amoxicillin 125mg/5ml Oral Suspension Sugar Free BP (Athlone),Reach Pharmaceuticals Pty Ltd ABN 25 623 897 183,0422 429 648,30 June 2023,Expired,APO-AMOXYCILLIN amoxicillin (as trihydrate) 125mg/5mL powder for suspension bottle - ARTG 137882,"It is indicated for the treatment of the following infections due to susceptible strains of sensitive organisms. Note. Therapy should be guided by bacteriological studies, including sensitivity tests, and by clinical response. However, in emergency cases where the causative organism has not been identified, therapy with amoxicillin may be useful. Clinical judgment will decide whether combination with another antibiotic would provide a sufficiently broad spectrum of activity pending sensitivity test results. Skin and skin structure: Staphylococcus, nonpenicillinase producing; Streptococcus; E. coli. Respiratory tract (acute and chronic): H. influenzae; Streptococcus; S. pneumoniae; Staphylococcus, nonpenicillinase producing; E. coli. Genitourinary tract (complicated and uncomplicated, acute and chronic): E.coli P.mirabilis and Strep. faecalis. Gonorrhoea: N. gonorrhoea (nonpencillinase producing). Prophylaxis of endocarditis: Amoxicillin may be used for the prophylaxis of bacterial endocarditis in individuals at particular risk, such as those with a prosthetic heart valve or those who have previously had endocarditis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-amoxicillin-125mg5ml-powder-oral-suspension-sugar-free-flamingo-pharma,(Approval lapsed) Amoxicillin 125mg/5mL powder for oral suspension sugar free (Flamingo Pharma),Link Medical Products Pty Ltd ABN 730 109 715 16,1800 181 060,30 June 2023,Expired,APO-AMOXYCILLIN amoxicillin (as trihydrate) 125mg/5mL powder for suspension bottle - ARTG 137882,"It is indicated for the treatment of the following infections due to susceptible strains of sensitive organisms. Note. Therapy should be guided by bacteriological studies, including sensitivity tests, and by clinical response. However, in emergency cases where the causative organism has not been identified, therapy with amoxicillin may be useful. Clinical judgment will decide whether combination with another antibiotic would provide a sufficiently broad spectrum of activity pending sensitivity test results. Skin and skin structure: Staphylococcus, nonpenicillinase producing; Streptococcus; E. coli. Respiratory tract (acute and chronic): H. influenzae; Streptococcus; S. pneumoniae; Staphylococcus, nonpenicillinase producing; E. coli. Genitourinary tract (complicated and uncomplicated, acute and chronic): E.coli P.mirabilis and Strep. faecalis. Gonorrhoea: N. gonorrhoea (nonpencillinase producing). Prophylaxis of endocarditis: Amoxicillin may be used for the prophylaxis of bacterial endocarditis in individuals at particular risk, such as those with a prosthetic heart valve or those who have previously had endocarditis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-amoxicillin-250mg5ml-powder-oral-suspension-sugar-free-flamingo-pharma,(Approval lapsed) Amoxicillin 250mg/5mL powder for oral suspension sugar free (Flamingo Pharma),Link Medical Products Pty Ltd ABN 730 109 715 16,1800 181 060,30 June 2023,Expired,APO-AMOXYCILLIN amoxicillin (as trihydrate) 250mg/5mL powder for suspension bottle - ARTG 137883,"It is indicated for the treatment of the following infections due to susceptible strains of sensitive organisms. Note. Therapy should be guided by bacteriological studies, including sensitivity tests, and by clinical response. However, in emergency cases where the causative organism has not been identified, therapy with amoxicillin may be useful. Clinical judgment will decide whether combination with another antibiotic would provide a sufficiently broad spectrum of activity pending sensitivity test results. Skin and skin structure: Staphylococcus, nonpenicillinase producing; Streptococcus; E. coli. Respiratory tract (acute and chronic): H. influenzae; Streptococcus; S. pneumoniae; Staphylococcus, nonpenicillinase producing; E. coli. Genitourinary tract (complicated and uncomplicated, acute and chronic): E.coli P.mirabilis and Strep. faecalis. Gonorrhoea: N. gonorrhoea (nonpencillinase producing). Prophylaxis of endocarditis: Amoxicillin may be used for the prophylaxis of bacterial endocarditis in individuals at particular risk, such as those with a prosthetic heart valve or those who have previously had endocarditis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-amoxicillin-and-clavulanate-potassium-oral-suspension-usp-400mg57mg-5ml-bionpharma,"(Approval lapsed) Amoxicillin and clavulanate potassium for oral suspension, USP 400mg/57mg per 5mL (Bionpharma)",Pro Pharmaceuticals Group Pty Ltd ABN 20 605 457 430,1300 077 674,30 June 2023,Expired,CURAM DUO 400/57 amoxicillin 400 mg/5mL (as trihydrate) / clavulanic acid 57 mg/5mL (as potassium clavulanate) powder for suspension bottle - ARTG 147109,"Amoxicillin and clavulanic acid is indicated for the short-term treatment of the following bacterial infections when caused by sensitive organisms skin and skin structure infections; urinary tract infections (complicated and uncomplicated); upper respiratory tract infections including sinusitis and otitis media; lower respiratory tract infections including acute exacerbations of chronic bronchitis and community acquired pneumonia. Appropriate culture and susceptibility studies should be performed to identify the causative organism(s) and determine its (their) susceptibility to amoxicillin and clavulanic acid. However, when there is reason to believe an infection may involve any of the beta-lactamase producing organisms listed in Microbiology, therapy may be instituted prior to obtaining the results from bacteriological and susceptibility studies. Once these results are known, therapy should be adjusted if appropriate. The treatment of mixed infections caused by amoxicillin susceptible organisms and beta-lactamase producing organisms susceptible to amoxicillin and clavulanic acid should not require the addition of another antibiotic due to the amoxicillin content of Amoxicillin and Clavulanate Potassium for Oral Suspension, USP, 400mg/57mg per 5mL."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-metronidazole-200mg-tablets-crescent-0,(Approval lapsed) Metronidazole 200mg tablets (Crescent),Link Medical Products Pty Ltd ABN 730 109 715 16,1800 181 060,30 June 2023,Expired,FLAGYL metronidazole 200 mg tablet blister pack AUST R: 160171,"Anaerobic Infections Oral: Treatment of infections in which anaerobic bacteria have been identified or are suspected as pathogens, particularly Bacteroides fragilis and other species of bacteroides, and other species such as fusobacteria, eubacteria, clostridia and anaerobic streptococci. Flagyl has been used successfully in septicaemia; bacteraemia; brain abscess; necrotising pneumonia; osteomyelitis; puerperal sepsis; pelvic abscess; pelvic cellulitis; postoperative wound infections. Metronidazole may be used prophylactically to prevent infection of the surgical site which may have been contaminated or potentially contaminated with anaerobic organisms. Procedures in which this may be assumed to have happened include appendicectomy, colonic surgery, vaginal hysterectomy, abdominal surgery in the presence of anaerobes in the peritoneal cavity and surgery performed in the presence of anaerobic septicaemia. Note: Metronidazole is inactive against aerobic and facultative anaerobic bacteria. Other Indications: Oral treatment of urogenital trichomoniasis in the female (trichomonal vaginitis) and in the male, and for the treatment of bacterial vaginosis. The male consort of females suffering from urogenital trichomoniasis should be treated concurrently; all forms of amoebiasis (intestinal and extraintestinal disease and that of symptomless cyst passers); giardiasis; acute ulcerative gingivitis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-metronidazole-400mg-tablets-crescent-0,(Approval lapsed) Metronidazole 400mg tablets (Crescent),Link Medical Products Pty Ltd,1800 181 060,30 June 2023,Expired,FLAGYL metronidazole 400 mg tablet blister pack AUST R: 160174,"Anaerobic Infections - Oral: Treatment of infections in which anaerobic bacteria have been identified or are suspected as pathogens, particularly Bacteroides fragilis and other species of bacteroides, and other species such as fusobacteria, eubacteria, clostridia and anaerobic streptococci. Flagyl has been used successfully in septicaemia; bacteraemia; brain abscess; necrotising pneumonia; osteomyelitis; puerperal sepsis; pelvic abscess; pelvic cellulitis; postoperative wound infections. Metronidazole may be used prophylactically to prevent infection of the surgical site which may have been contaminated or potentially contaminated with anaerobic organisms. Procedures in which this may be assumed to have happened include appendicectomy, colonic surgery, vaginal hysterectomy, abdominal surgery in the presence of anaerobes in the peritoneal cavity and surgery performed in the presence of anaerobic septicaemia. Note: Metronidazole is inactive against aerobic and facultative anaerobic bacteria. Other Indications: Oral treatment of urogenital trichomoniasis in the female (trichomonal vaginitis) and in the male, and for the treatment of bacterial vaginosis. The male consort of females suffering from urogenital trichomoniasis should be treated concurrently; all forms of amoebiasis (intestinal and extraintestinal disease and that of symptomless cyst passers); giardiasis; acute ulcerative gingivitis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-nyxoid-naloxone-18mg-nasal-spray-solution-single-dose-container-uk,"(Approval lapsed) NYXOID naloxone 1.8mg nasal spray, solution in a single dose container (UK)",Mundipharma Pty Limited ABN 87 081 322 509,1800 188 009,30 June 2023,Expired,NYXOID naloxone hydrochloride dihydrate 2.2 mg/actuation nasal spray vial - ARTG 309381,"Nyxoid is intended as part of the emergency treatment for known or suspected opioid overdose as manifested by respiratory and/or central nervous system depression in: the home or other non-medical setting, a health facility setting. For this reason, Nyxoid should be carried by persons at risk of, or likely to witness such events. Nyxoid is indicated in adults and adolescents aged 14 years and over."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-31122022-optiray-320-ioversol-678mgml-equivalent-320-mg-organically-bound-iodine-sterile-solution-injection-100-ml-prefilled-syringe-canada,(Approval lapsed 31/12/2022) OPTIRAY 320 Ioversol 678mg/mL (equivalent to 320 mg of organically bound iodine) sterile solution for injection 100 mL prefilled syringe (Canada),Guerbet Australia Pty Ltd ABN: 15 159 798 302,N/A (Field Not Found/Timeout),31 May 2023,Lapsed,non - ionic CONTRAST MEDIA SHORTAGE,"Optiray is indicated in adults for angiography throughout the cardiovascular system by conventional or digital subtraction techniques. These include cerebral, coronary, peripheral,visceral and renal arteriography, aortography, left ventriculography and venography. OPTIRAY may be used for intravenous excretory urography. OPTIRAY 320 is indicated in children (excluding neonates) for angiocardiography, contrast enhanced computed tomographic imaging of the head and body, and intravenous excretory urography."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-mestinon-pyridostigmine-bromide-60mg-tablets-new-zealand,(Approval lapsed) MESTINON pyridostigmine bromide 60mg tablets (New Zealand),iNova Pharmaceuticals (Australia) Pty Ltd ABN 13 617 871 539,1800 630 056,31 May 2023,Expired,MESTINON pyridostigmine bromide 60mg tablet bottle - ARTG 13748,Useful in the treatment of myasthenia gravis.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-metronidazole-200mg5ml-oral-suspension-rosemont-0,(Approval lapsed) Metronidazole 200mg/5mL oral suspension (Rosemont),Reach Pharmaceuticals Pty Ltd ABN 25 623 897 183,0422 429 648,31 May 2023,Expired,FLAGYL S benzoyl metronidazole 64 mg/mL suspension oral liquid bottle - ARTG 27501,"Anaerobic Infections Treatment of infections in which anaerobic bacteria have been identified or are suspected as pathogens, particularly Bacteroides fragilis and other species of bacteroides, and other species such as fusobacteria, eubacteria, clostridia and anaerobic streptococci. Metronidazole has been used successfully in septicaemia; bacteraemia; brain abscess; necrotising pneumonia; osteomyelitis; puerperal sepsis; pelvic abscess; pelvic cellulitis; postoperative wound infections. Notes: Because of the slow absorption and delayed peak plasma level, metronidazole suspension is not recommended for use in the acute situation. Metronidazole is inactive against aerobic and facultative anaerobic bacteria. Other Indications Oral treatment of urogenital trichomoniasis in the female (trichomonal vaginitis) and in the male, and for the treatment of bacterial vaginosis. The male consort of females suffering from urogenital trichomoniasis should be treated concurrently; all forms of amoebiasis (intestinal and extraintestinal disease and that of symptomless cyst passers); giardiasis; acute ulcerative gingivitis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ozempic-semaglutide-025mg-solution-injection-pre-filled-pen-hungary,(Approval lapsed) OZEMPIC semaglutide 0.25mg solution for injection pre-filled pen (Hungary),MedTas Pty Ltd ABN 72 644 270 860,1300 414 543,31 May 2023,Expired,OZEMPIC 0.25/0.5 mg semaglutide (rys) 1.34 mg/mL solution for injection pre-filled pen - ARTG 308324,OZEMPIC is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise: as monotherapy when metformin is not tolerated or contraindicated. in addition to other medicinal products for the treatment of type 2 diabetes.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ozempic-semaglutide-025mg-solution-injection-pre-filled-pen-slovakia,(Approval lapsed) OZEMPIC semaglutide 0.25mg solution for injection pre-filled pen (Slovakia),MedTas Pty Ltd ABN 72 644 270 860,1300 414 543,31 May 2023,Expired,OZEMPIC 0.25/0.5 mg semaglutide (rys) 1.34 mg/mL solution for injection pre-filled pen - ARTG 308324,OZEMPIC is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise: as monotherapy when metformin is not tolerated or contraindicated. in addition to other medicinal products for the treatment of type 2 diabetes.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ozempic-semaglutide-1mg-solution-injection-pre-filled-pen-croatia,(Approval lapsed) OZEMPIC semaglutide 1mg solution for injection pre-filled pen (Croatia),MedTas Pty Ltd ABN 72 644 270 860,1300 414 543,31 May 2023,Expired,OZEMPIC 1 mg semaglutide (rys) 1.34 mg/mL solution for injection pre-filled pen - ARTG 315107,OZEMPIC is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise: as monotherapy when metformin is not tolerated or contraindicated. in addition to other medicinal products for the treatment of type 2 diabetes.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ozempic-semaglutide-1mg-solution-injection-pre-filled-pen-hungary,(Approval lapsed) OZEMPIC semaglutide 1mg solution for injection pre-filled pen (Hungary),MedTas Pty Ltd ABN 72 644 270 860,1300 414 543,31 May 2023,Expired,OZEMPIC 1 mg semaglutide (rys) 1.34 mg/mL solution for injection pre-filled pen - ARTG 315107,OZEMPIC is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise: as monotherapy when metformin is not tolerated or contraindicated. in addition to other medicinal products for the treatment of type 2 diabetes.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-xenetix-300-iobitridol-6581g-6581mgml-corresponding-iodine-300mgml-solution-injection-france,(Approval lapsed) XENETIX 300 iobitridol 65.81g (658.1mg/mL) corresponding to iodine 300mg/mL solution for injection (France),Guerbet Australia Pty Ltd ABN: 15 159 798 302,N/A (Field Not Found/Timeout),31 May 2023,Expired,non - ionic CONTRAST MEDIA SHORTAGE,XENETIX 300 iobitridol 65.81g (658.1mg/mL) corresponding to iodine 300mg/mL solution for injection (France) is for diagnostic use only. Contrast agent to be used for: Intravenous urography CT-scan intravenous digital subtraction angiography arteriography angiocardiography endoscopic retrograde cholangiopancreatography.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-xenetix-350-iobitridol-7678g-7678mgml-corresponding-iodine-350mgml-solution-injection-france,(Approval lapsed) XENETIX 350 iobitridol 76.78g (767.8mg/mL) corresponding to iodine 350mg/mL solution for injection (France),Guerbet Australia Pty Ltd ABN: 15 159 798 302,N/A (Field Not Found/Timeout),31 May 2023,Expired,non - ionic CONTRAST MEDIA SHORTAGE,XENETIX 350 iobitridol 76.78g (767.8mg/mL) corresponding to iodine 350mg/mL solution for injection (France) is for diagnostic use only. Contrast agent to be used for: Intravenous urography CT-scan intravenous digital subtraction angiography arteriography angiocardiography.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-olanzapine-intramuscular-injection-10mg-single-dose-vial-auromedics,(Approval lapsed) Olanzapine for intramuscular injection 10mg single dose vial (Auromedics),Link Medical Products Pty Ltd ABN 73010971516,1800 181 060,30 April 2023,Expired,ZYPREXA IM olanzapine 10mg powder for injection vial AUST R: 76867,Treatment of acute agitation associated with schizophrenia and bipolar I mania
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ixiaro-japanese-encephalitis-vaccine-inactivated-adsorbed-suspension-injection-pre-filled-syringe,"(Approval lapsed) IXIARO Japanese encephalitis vaccine (inactivated, adsorbed) suspension for injection pre-filled syringe",Seqirus Australia Pty Ltd ABN 66 120 398 067,1800 008 275,31 March 2023,Expired,JESPECT japanese encephalitis virus purified inactivated vaccine 0.5mL suspension for injection syringe (AUST R 150602),JESPECT® is indicated for active immunisation against Japanese Encephalitis (JE) virus for persons 18 years of age and older.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-revonto-dantrolene-sodium-injection-20mgvial,(Approval lapsed) REVONTO dantrolene sodium for injection 20mg/vial,Link Medical Products Pty Ltd ABN 730 109 715 16,1800 181 060,31 March 2023,Expired,DANTRIUM 20mg powder for injection - ARTG 14435,"Indicated, along with appropriate supportive measures, for the management of the fulminant hypermetabolism of skeletal muscle characteristic of malignant hyperthermia crisis. It should be administered by intravenous injection as soon as the malignant hyperthermia reaction is recognised (i.e. tachycardia, tachypnea, central venous desaturation, hypercarbia, metabolic acidosis, skeletal muscle rigidity, increased utilisation of anaesthesia circuit carbon dioxide absorber, cyanosis and mottling of the skin, and, in many cases, fever)."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-amoxicillin-250mg-capsules-bp-athlone,(Approval lapsed) Amoxicillin 250mg capsules BP (Athlone),Link Medical Products Pty Ltd ABN 730 109 715 16,1800 181 060,28 February 2023,Expired,ALPHAMOX 250 amoxicillin 250mg (as trihydrate) capsule blister pack - ARTG 17678,"Treatment of the following infections due to susceptible strains of sensitive organisms: Note: Therapy should be guided by bacteriological studies, including sensitivity tests, and by clinical response. Amoxicillin alone or in combination with another antibiotic, may be used in an emergency where the causative has not been identified. Respiratory tract infections (acute and chronic): H. influenzae; Streptococcus; S.pneumoniae; Staphylococcus, nonpenicillinase producing; E. coli. Urogenital infections (complicated and uncomplicated, acute and chronic): E.coli P.mirabilis and Strep. faecalis. Gonorrhoea: N.gonorrhoea (nonpencillinase producing). Skin and skin structure infections: Staphylococcus, nonpenicillinase producing; Streptococcus; E. coli. Prophylaxis of endocarditis: Amoxicillin may be used for the prophylaxis of bacterial endocarditis in individuals at particular risk, such as those with a prosthetic heart valve or those who have previously had endocarditis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-amoxicillin-250mg5ml-oral-suspension-sugar-free-bp-athlone,(Approval lapsed) Amoxicillin 250mg/5ml Oral Suspension Sugar Free BP (Athlone),Pro Pharmaceuticals Group Pty Ltd ABN 20 605 457 430,1300 077 674,28 February 2023,Expired,AMOXYCILLIN SANDOZ amoxicillin trihydrate 250mg/5mL powder for oral suspension bottle - ARTG 93720,"Treatment of the following infections due to susceptible strains of sensitive organisms: Note: Therapy should be guided by bacteriological studies, including sensitivity tests, and by clinical response. Amoxicillin alone or in combination with another antibiotic, may be used in an emergency where the causative has not been identified. Respiratory tract infections (acute and chronic): H. influenzae; Streptococcus; S. pneumoniae; Staphylococcus, nonpenicillinase producing; E. coli. Urogenital infections (complicated and uncomplicated, acute and chronic): E.coli P.mirabilis and Strep. faecalis. Gonorrhoea: N. gonorrhoea (nonpencillinase producing). Skin and skin structure infections: Staphylococcus, nonpenicillinase producing; Streptococcus; E. coli. Prophylaxis of endocarditis: Amoxicillin may be used for the prophylaxis of bacterial endocarditis in individuals at particular risk, such as those with a prosthetic heart valve or those who have previously had endocarditis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-amoxicillin-250mg5ml-oral-suspension-sugar-free-bp-kent,(Approval lapsed) Amoxicillin 250mg/5ml Oral Suspension Sugar Free BP (Kent),Reach Pharmaceuticals Pty Ltd ABN 25 623 897 183,0422 429 648,28 February 2023,Expired,AMOXYCILLIN SANDOZ amoxicillin trihydrate 250mg/5mL powder for oral suspension bottle AUST R: 93720,"Treatment of the following infections due to susceptible strains of sensitive organisms: Note: Therapy should be guided by bacteriological studies, including sensitivity tests, and by clinical response. Amoxicillin alone or in combination with another antibiotic, may be used in an emergency where the causative has not been identified. Respiratory tract infections (acute and chronic): H. influenzae; Streptococcus; S. pneumoniae; Staphylococcus, nonpenicillinase producing; E. coli. Urogenital infections (complicated and uncomplicated, acute and chronic): E.coli P.mirabilis and Strep. faecalis. Gonorrhoea: N. gonorrhoea (nonpencillinase producing). Skin and skin structure infections: Staphylococcus, nonpenicillinase producing; Streptococcus; E. coli. Prophylaxis of endocarditis: Amoxicillin may be used for the prophylaxis of bacterial endocarditis in individuals at particular risk, such as those with a prosthetic heart valve or those who have previously had endocarditis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-amoxicillin-500mg-capsules-bp-athlone,(Approval lapsed) Amoxicillin 500mg capsules BP (Athlone),Link Medical Products Pty Ltd ABN 730 109 715 16,1800 181 060,28 February 2023,Expired,ALPHAMOX 500 amoxicillin 500mg (as trihydrate) capsule blister pack - ARTG 17679,"Treatment of the following infections due to susceptible strains of sensitive organisms: Note: Therapy should be guided by bacteriological studies, including sensitivity tests, and by clinical response. Amoxicillin alone or in combination with another antibiotic, may be used in an emergency where the causative has not been identified. Respiratory tract infections (acute and chronic): H. influenzae; Streptococcus; S.pneumoniae; Staphylococcus, nonpenicillinase producing; E. coli. Urogenital infections (complicated and uncomplicated, acute and chronic): E.coli P.mirabilis and Strep. faecalis. Gonorrhoea: N.gonorrhoea (nonpencillinase producing). Skin and skin structure infections: Staphylococcus, nonpenicillinase producing; Streptococcus; E. coli. Prophylaxis of endocarditis: Amoxicillin may be used for the prophylaxis of bacterial endocarditis in individuals at particular risk, such as those with a prosthetic heart valve or those who have previously had endocarditis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-amoxicillin-powder-oral-suspension-usp-250mg5ml-west-ward,"(Approval lapsed) Amoxicillin powder for oral suspension, USP 250mg/5mL (West-Ward)",Link Medical Products Pty Ltd ABN 73010971516,1800 181 060,28 February 2023,Expired,AMOXYCILLIN SANDOZ amoxicillin trihydrate 250mg/5mL powder for oral suspension bottle AUST R: 93720,"Treatment of the following infections due to susceptible strains of sensitive organisms: Note: Therapy should be guided by bacteriological studies, including sensitivity tests, and by clinical response. Amoxicillin alone or in combination with another antibiotic, may be used in an emergency where the causative has not been identified. Respiratory tract infections (acute and chronic): H. influenzae; Streptococcus; S. pneumoniae; Staphylococcus, nonpenicillinase producing; E. coli. Urogenital infections (complicated and uncomplicated, acute and chronic): E.coli P.mirabilis and Strep. faecalis. Gonorrhoea: N. gonorrhoea (nonpencillinase producing). Skin and skin structure infections: Staphylococcus, nonpenicillinase producing; Streptococcus; E. coli. Prophylaxis of endocarditis: Amoxicillin may be used for the prophylaxis of bacterial endocarditis in individuals at particular risk, such as those with a prosthetic heart valve or those who have previously had endocarditis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-omnipaque-300-iohexol-20ml-solution-injection-parametric-release-nz,(Approval lapsed) OMNIPAQUE 300 iohexol 20mL solution for injection (parametric release) (NZ),GE Healthcare Pty Ltd ABN: 32 001 408 402,1300 887 764,28 February 2023,Expired,OMNIPAQUE 300 iohexol 12.94g/20mL injection vial AUST R: 48220,"Intravascular: OMNIPAQUE is indicated in adults for angiography, excretory urography and contrast enhancement in computerised tomography. In children, OMNIPAQUE is indicated for angiography and urography. Oral/body cavities: OMNIPAQUE is indicated in adults for arthrography, endoscopic retrograde pancreatography (ERP), endoscopic retrograde cholangiopancreatography (ERCP), herniography, hysterosalpingography, and in adults, children and premature babies for studies of the gastrointestinal tract. Intrathecal: OMNIPAQUE is indicated for lumbar, thoracic, cervical and total columnar myelography and in computerised tomography of the CNS in adults and children."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-omnipaque-350-mgiml-iohexol-100ml-solution-injection-parametric-release-nz,(Approval lapsed) Omnipaque 350 mgI/mL iohexol 100mL solution for injection (parametric release) (NZ),GE Healthcare Pty Ltd ABN: 32 001 408 402,1300 887 764,28 February 2023,Expired,OMNIPAQUE 350 iohexol 15.1g/20mL injection vial AUST R: 39868,"Intravascular: OMNIPAQUE is indicated in adults for angiography, excretory urography and contrast enhancement in computerised tomography. In children, OMNIPAQUE is indicated for angiography and urography. Oral/body cavities: OMNIPAQUE is indicated in adults for arthrography, endoscopic retrograde pancreatography (ERP), endoscopic retrograde cholangiopancreatography (ERCP), herniography, hysterosalpingography, and in adults, children and premature babies for studies of the gastrointestinal tract. Intrathecal: OMNIPAQUE is indicated for lumbar, thoracic, cervical and total columnar myelography and in computerised tomography of the CNS in adults and children."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-omnipaque-350-mgiml-iohexol-200ml-solution-injection-parametric-release-nz,(Approval lapsed) Omnipaque 350 mgI/mL iohexol 200mL solution for injection (parametric release) (NZ),GE Healthcare Pty Ltd ABN: 32 001 408 402,1300 887 764,28 February 2023,Expired,OMNIPAQUE 350 iohexol 15.1g/20mL injection vial AUST R: 39868,"Intravascular: OMNIPAQUE is indicated in adults for angiography, excretory urography and contrast enhancement in computerised tomography. In children, OMNIPAQUE is indicated for angiography and urography. Oral/body cavities: OMNIPAQUE is indicated in adults for arthrography, endoscopic retrograde pancreatography (ERP), endoscopic retrograde cholangiopancreatography (ERCP), herniography, hysterosalpingography, and in adults, children and premature babies for studies of the gastrointestinal tract. Intrathecal: OMNIPAQUE is indicated for lumbar, thoracic, cervical and total columnar myelography and in computerised tomography of the CNS in adults and children."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-oxybutynin-chloride-5mg-tablets-usp-novitium-pharma-llc-usa,(Approval lapsed) OXYBUTYNIN CHLORIDE 5mg Tablets USP (Novitium Pharma LLC -USA),Pro Pharmaceuticals Group Pty Ltd ABN: 20 605 457 430,1300 077 674,28 February 2023,Expired,DITROPAN oxybutynin hydrochloride 5mg tablet - ARTG 48965,Treatment of detrusor over-activity where conservative measures have failed.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-oxybutynin-hydrochloride-5mg-tablets-niche-generics-limited,(Approval lapsed) Oxybutynin hydrochloride 5mg tablets (Niche Generics Limited),Orspec Pharma Pty Ltd ABN 15 634 980 417,02 4339 4239,28 February 2023,Expired,DITROPAN oxybutynin hydrochloride 5mg tablet bottle AUST R: 48965,Treatment of detrusor over-activity where conservative measures have failed.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ozempic-semaglutide-025mg-solution-injection-pre-filled-pen-uk,(Approval lapsed) OZEMPIC semaglutide 0.25mg solution for injection pre-filled pen (UK),Pro Pharmaceuticals Group Pty Ltd ABN 20 605 457 430,1300 077 674,28 February 2023,Expired,OZEMPIC 0.25/0.5 mg semaglutide (rys) 1.34 mg/mL solution for injection pre-filled pen AUST R: 308324,OZEMPIC is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise: as monotherapy when metformin is not tolerated or contraindicated in addition to other medicinal products for the treatment of type 2 diabetes.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ozempic-semaglutide-1mg-solution-injection-pre-filled-pen-uk,(Approval lapsed) OZEMPIC semaglutide 1mg solution for injection pre-filled pen (UK),Pro Pharmaceuticals Group Pty Ltd ABN 20 605 457 430,1300 077 674,28 February 2023,Expired,OZEMPIC 1 mg semaglutide (rys) 1.34 mg/mL solution for injection pre-filled pen AUST R: 315107,OZEMPIC is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise: as monotherapy when metformin is not tolerated or contraindicated in addition to other medicinal products for the treatment of type 2 diabetes.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-sulfamethoxazole-and-trimethoprim-tablets-usp-400mg-80mg-aurobindo,"(Approval lapsed) Sulfamethoxazole and trimethoprim tablets, USP 400mg/ 80mg (Aurobindo)",Pro Pharmaceuticals Group Pty Ltd ABN 20 605 457 430,1300 077 674,28 February 2023,Expired,RESPRIM trimethoprim / sulfamethoxazole 80 mg/400 mg tablet blister pack - ARTG 17681,Upper and lower respiratory tract infections; renal and urinary tract infections; skin and wound infections; septicaemias and other infections caused by sensitive organisms.
